	0
children.2.children.5.children.43.children.92.children.1.children.0.node_attrs.Nextclade_pango.value	B.1.1.369
children.2.children.5.children.43.children.92.children.1.children.1.node_attrs.partiallyAliased.value	B.1.1.372
children.2.children.5.children.43.children.92.children.1.children.1.node_attrs.Nextclade_pango.value	B.1.1.372
children.2.children.5.children.43.children.92.children.1.children.2.node_attrs.partiallyAliased.value	B.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.node_attrs.Nextclade_pango.value	B.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.0.node_attrs.partiallyAliased.value	B.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.0.node_attrs.Nextclade_pango.value	B.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.1.node_attrs.partiallyAliased.value	B.1.1.1.11
children.2.children.5.children.43.children.92.children.1.children.2.children.1.node_attrs.Nextclade_pango.value	C.11
children.2.children.5.children.43.children.92.children.1.children.2.children.2.node_attrs.partiallyAliased.value	B.1.1.1.13
children.2.children.5.children.43.children.92.children.1.children.2.children.2.node_attrs.Nextclade_pango.value	C.13
children.2.children.5.children.43.children.92.children.1.children.2.children.3.node_attrs.partiallyAliased.value	B.1.1.1.14
children.2.children.5.children.43.children.92.children.1.children.2.children.3.node_attrs.Nextclade_pango.value	C.14
children.2.children.5.children.43.children.92.children.1.children.2.children.4.node_attrs.partiallyAliased.value	B.1.1.1.23
children.2.children.5.children.43.children.92.children.1.children.2.children.4.node_attrs.Nextclade_pango.value	C.23
children.2.children.5.children.43.children.92.children.1.children.2.children.5.node_attrs.partiallyAliased.value	B.1.1.1.29
children.2.children.5.children.43.children.92.children.1.children.2.children.5.node_attrs.Nextclade_pango.value	C.29
children.2.children.5.children.43.children.92.children.1.children.2.children.6.node_attrs.partiallyAliased.value	B.1.1.1.26
children.2.children.5.children.43.children.92.children.1.children.2.children.6.node_attrs.Nextclade_pango.value	C.26
children.2.children.5.children.43.children.92.children.1.children.2.children.7.node_attrs.partiallyAliased.value	B.1.1.1.32
children.2.children.5.children.43.children.92.children.1.children.2.children.7.node_attrs.Nextclade_pango.value	C.32
children.2.children.5.children.43.children.92.children.1.children.2.children.8.node_attrs.partiallyAliased.value	B.1.1.1.33
children.2.children.5.children.43.children.92.children.1.children.2.children.8.node_attrs.Nextclade_pango.value	C.33
children.2.children.5.children.43.children.92.children.1.children.2.children.9.node_attrs.partiallyAliased.value	B.1.1.1.35
children.2.children.5.children.43.children.92.children.1.children.2.children.9.node_attrs.Nextclade_pango.value	C.35
children.2.children.5.children.43.children.92.children.1.children.2.children.10.node_attrs.partiallyAliased.value	B.1.1.1.38
children.2.children.5.children.43.children.92.children.1.children.2.children.10.node_attrs.Nextclade_pango.value	C.38
children.2.children.5.children.43.children.92.children.1.children.2.children.11.node_attrs.partiallyAliased.value	B.1.1.1.4
children.2.children.5.children.43.children.92.children.1.children.2.children.11.node_attrs.Nextclade_pango.value	C.4
children.2.children.5.children.43.children.92.children.1.children.2.children.12.node_attrs.partiallyAliased.value	B.1.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.12.node_attrs.Nextclade_pango.value	C.1
children.2.children.5.children.43.children.92.children.1.children.2.children.12.children.0.node_attrs.partiallyAliased.value	B.1.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.12.children.0.node_attrs.Nextclade_pango.value	C.1
children.2.children.5.children.43.children.92.children.1.children.2.children.12.children.1.node_attrs.partiallyAliased.value	B.1.1.1.1.2
children.2.children.5.children.43.children.92.children.1.children.2.children.12.children.1.node_attrs.Nextclade_pango.value	C.1.2
children.2.children.5.children.43.children.92.children.1.children.2.children.13.node_attrs.partiallyAliased.value	B.1.1.1.2
children.2.children.5.children.43.children.92.children.1.children.2.children.13.node_attrs.Nextclade_pango.value	C.2
children.2.children.5.children.43.children.92.children.1.children.2.children.13.children.0.node_attrs.partiallyAliased.value	B.1.1.1.2.1
children.2.children.5.children.43.children.92.children.1.children.2.children.13.children.0.node_attrs.Nextclade_pango.value	C.2.1
children.2.children.5.children.43.children.92.children.1.children.2.children.13.children.1.node_attrs.partiallyAliased.value	B.1.1.1.2
children.2.children.5.children.43.children.92.children.1.children.2.children.13.children.1.node_attrs.Nextclade_pango.value	C.2
children.2.children.5.children.43.children.92.children.1.children.2.children.14.node_attrs.partiallyAliased.value	B.1.1.1.36
children.2.children.5.children.43.children.92.children.1.children.2.children.14.node_attrs.Nextclade_pango.value	C.36
children.2.children.5.children.43.children.92.children.1.children.2.children.14.children.0.node_attrs.partiallyAliased.value	B.1.1.1.36
children.2.children.5.children.43.children.92.children.1.children.2.children.14.children.0.node_attrs.Nextclade_pango.value	C.36
children.2.children.5.children.43.children.92.children.1.children.2.children.14.children.1.node_attrs.partiallyAliased.value	B.1.1.1.36.3
children.2.children.5.children.43.children.92.children.1.children.2.children.14.children.1.node_attrs.Nextclade_pango.value	C.36.3
children.2.children.5.children.43.children.92.children.1.children.2.children.14.children.1.children.0.node_attrs.partiallyAliased.value	B.1.1.1.36.3
children.2.children.5.children.43.children.92.children.1.children.2.children.14.children.1.children.0.node_attrs.Nextclade_pango.value	C.36.3
children.2.children.5.children.43.children.92.children.1.children.2.children.14.children.1.children.1.node_attrs.partiallyAliased.value	B.1.1.1.36.3.1
children.2.children.5.children.43.children.92.children.1.children.2.children.14.children.1.children.1.node_attrs.Nextclade_pango.value	C.36.3.1
children.2.children.5.children.43.children.92.children.1.children.2.children.15.node_attrs.partiallyAliased.value	B.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.15.node_attrs.Nextclade_pango.value	B.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.0.node_attrs.partiallyAliased.value	B.1.1.1.16
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.0.node_attrs.Nextclade_pango.value	C.16
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.1.node_attrs.partiallyAliased.value	B.1.1.1.40
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.1.node_attrs.Nextclade_pango.value	C.40
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.node_attrs.partiallyAliased.value	B.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.node_attrs.Nextclade_pango.value	B.1.1.1
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.children.0.node_attrs.partiallyAliased.value	B.1.1.1.39
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.children.0.node_attrs.Nextclade_pango.value	C.39
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.children.1.node_attrs.partiallyAliased.value	B.1.1.1.37
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.children.1.node_attrs.Nextclade_pango.value	C.37
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.children.1.children.0.node_attrs.partiallyAliased.value	B.1.1.1.37
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.children.1.children.0.node_attrs.Nextclade_pango.value	C.37
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.children.1.children.1.node_attrs.partiallyAliased.value	B.1.1.1.37.1
children.2.children.5.children.43.children.92.children.1.children.2.children.15.children.2.children.1.children.1.node_attrs.Nextclade_pango.value	C.37.1
children.2.children.5.children.43.children.93.node_attrs.partiallyAliased.value	B.1.1.28
children.2.children.5.children.43.children.93.node_attrs.Nextclade_pango.value	B.1.1.28
children.2.children.5.children.43.children.93.children.0.node_attrs.partiallyAliased.value	B.1.1.28
children.2.children.5.children.43.children.93.children.0.node_attrs.Nextclade_pango.value	B.1.1.28
children.2.children.5.children.43.children.93.children.1.node_attrs.partiallyAliased.value	B.1.1.28
children.2.children.5.children.43.children.93.children.1.node_attrs.Nextclade_pango.value	B.1.1.28
children.2.children.5.children.43.children.93.children.1.children.0.node_attrs.partiallyAliased.value	B.1.1.28.5
children.2.children.5.children.43.children.93.children.1.children.0.node_attrs.Nextclade_pango.value	P.5
children.2.children.5.children.43.children.93.children.1.children.1.node_attrs.partiallyAliased.value	B.1.1.28.4
children.2.children.5.children.43.children.93.children.1.children.1.node_attrs.Nextclade_pango.value	P.4
children.2.children.5.children.43.children.93.children.2.node_attrs.partiallyAliased.value	B.1.1.28
children.2.children.5.children.43.children.93.children.2.node_attrs.Nextclade_pango.value	B.1.1.28
children.2.children.5.children.43.children.93.children.2.children.0.node_attrs.partiallyAliased.value	B.1.1.332
children.2.children.5.children.43.children.93.children.2.children.0.node_attrs.Nextclade_pango.value	B.1.1.332
children.2.children.5.children.43.children.93.children.2.children.1.node_attrs.partiallyAliased.value	B.1.1.28.3
children.2.children.5.children.43.children.93.children.2.children.1.node_attrs.Nextclade_pango.value	P.3
children.2.children.5.children.43.children.93.children.2.children.2.node_attrs.partiallyAliased.value	B.1.1.28.7
children.2.children.5.children.43.children.93.children.2.children.2.node_attrs.Nextclade_pango.value	P.7
children.2.children.5.children.43.children.93.children.2.children.3.node_attrs.partiallyAliased.value	B.1.1.28
children.2.children.5.children.43.children.93.children.2.children.3.node_attrs.Nextclade_pango.value	B.1.1.28
children.2.children.5.children.43.children.93.children.2.children.3.children.0.node_attrs.partiallyAliased.value	B.1.1.28.2
children.2.children.5.children.43.children.93.children.2.children.3.children.0.node_attrs.Nextclade_pango.value	P.2
children.2.children.5.children.43.children.93.children.2.children.3.children.1.node_attrs.partiallyAliased.value	B.1.1.28.6
children.2.children.5.children.43.children.93.children.2.children.3.children.1.node_attrs.Nextclade_pango.value	P.6
children.2.children.5.children.43.children.93.children.3.node_attrs.partiallyAliased.value	B.1.1.28.1
children.2.children.5.children.43.children.93.children.3.node_attrs.Nextclade_pango.value	P.1
children.2.children.5.children.43.children.93.children.3.children.0.node_attrs.partiallyAliased.value	B.1.1.28.1
children.2.children.5.children.43.children.93.children.3.children.0.node_attrs.Nextclade_pango.value	P.1
children.2.children.5.children.43.children.93.children.3.children.1.node_attrs.partiallyAliased.value	B.1.1.28.1.1
children.2.children.5.children.43.children.93.children.3.children.1.node_attrs.Nextclade_pango.value	P.1.1
children.2.children.5.children.43.children.93.children.3.children.2.node_attrs.partiallyAliased.value	B.1.1.28.1.11
children.2.children.5.children.43.children.93.children.3.children.2.node_attrs.Nextclade_pango.value	P.1.11
children.2.children.5.children.43.children.93.children.3.children.3.node_attrs.partiallyAliased.value	B.1.1.28.1.12
children.2.children.5.children.43.children.93.children.3.children.3.node_attrs.Nextclade_pango.value	P.1.12
children.2.children.5.children.43.children.93.children.3.children.4.node_attrs.partiallyAliased.value	B.1.1.28.1.12.1
children.2.children.5.children.43.children.93.children.3.children.4.node_attrs.Nextclade_pango.value	P.1.12.1
children.2.children.5.children.43.children.93.children.3.children.5.node_attrs.partiallyAliased.value	B.1.1.28.1.14
children.2.children.5.children.43.children.93.children.3.children.5.node_attrs.Nextclade_pango.value	P.1.14
children.2.children.5.children.43.children.93.children.3.children.6.node_attrs.partiallyAliased.value	B.1.1.28.1.15
children.2.children.5.children.43.children.93.children.3.children.6.node_attrs.Nextclade_pango.value	P.1.15
children.2.children.5.children.43.children.93.children.3.children.7.node_attrs.partiallyAliased.value	B.1.1.28.1.16
children.2.children.5.children.43.children.93.children.3.children.7.node_attrs.Nextclade_pango.value	P.1.16
children.2.children.5.children.43.children.93.children.3.children.8.node_attrs.partiallyAliased.value	B.1.1.28.1.6
